date,AbnormalAccruals,Accruals,AccrualsBM,Activism1,Activism2,AdExp,AgeIPO,AM,AnalystRevision,AnalystValue,AnnouncementReturn,AOP,AssetGrowth,Beta,BetaFP,BetaLiquidityPS,BetaTailRisk,betaVIX,BidAskSpread,BM,BMdec,BookLeverage,BPEBM,BrandInvest,Cash,CashProd,CBOperProf,CF,cfp,ChangeInRecommendation,ChAssetTurnover,ChEQ,ChForecastAccrual,ChInv,ChInvIA,ChNAnalyst,ChNNCOA,ChNWC,ChTax,CitationsRD,CompEquIss,CompositeDebtIssuance,ConsRecomm,ConvDebt,CoskewACX,Coskewness,CredRatDG,CustomerMomentum,DebtIssuance,DelBreadth,DelCOA,DelCOL,DelDRC,DelEqu,DelFINL,DelLTI,DelNetFin,DivInit,DivOmit,DivSeason,DivYieldST,dNoa,DolVol,DownRecomm,EarningsConsistency,EarningsForecastDisparity,EarningsStreak,EarningsSurprise,EarnSupBig,EBM,EntMult,EP,EquityDuration,ExchSwitch,ExclExp,FEPS,fgr5yrLag,FirmAge,FirmAgeMom,ForecastDispersion,FR,Frontier,Governance,GP,GrAdExp,grcapx,grcapx3y,GrLTNOA,GrSaleToGrInv,GrSaleToGrOverhead,Herf,HerfAsset,HerfBE,High52,hire,IdioRisk,IdioVol3F,IdioVolAHT,Illiquidity,IndIPO,IndMom,IndRetBig,IntanBM,IntanCFP,IntanEP,IntanSP,IntMom,Investment,InvestPPEInv,InvGrowth,IO_ShortInterest,iomom_cust,iomom_supp,Leverage,LRreversal,MaxRet,MeanRankRevGrowth,Mom12m,Mom12mOffSeason,Mom6m,Mom6mJunk,MomOffSeason,MomOffSeason06YrPlus,MomOffSeason11YrPlus,MomOffSeason16YrPlus,MomRev,MomSeason,MomSeason06YrPlus,MomSeason11YrPlus,MomSeason16YrPlus,MomSeasonShort,MomVol,MRreversal,MS,NetDebtFinance,NetDebtPrice,NetEquityFinance,NetPayoutYield,NOA,NumEarnIncrease,OperProf,OperProfRD,OPLeverage,OptionVolume1,OptionVolume2,OrderBacklog,OrderBacklogChg,OrgCap,OScore,PatentsRD,PayoutYield,PctAcc,PctTotAcc,PredictedFE,Price,PriceDelayRsq,PriceDelaySlope,PriceDelayTstat,ProbInformedTrading,PS,RD,RDAbility,RDcap,RDIPO,RDS,realestate,Recomm_ShortInterest,ResidualMomentum,retConglomerate,ReturnSkew,ReturnSkew3F,REV6,RevenueSurprise,RIO_Disp,RIO_MB,RIO_Turnover,RIO_Volatility,roaq,RoE,sfe,ShareIss1Y,ShareIss5Y,ShareRepurchase,ShareVol,ShortInterest,sinAlgo,Size,skew1,SmileSlope,SP,Spinoff,std_turn,STreversal,SurpriseRD,tang,Tax,TotalAccruals,TrendFactor,UpRecomm,VarCF,VolMkt,VolSD,VolumeTrend,XFIN,zerotrade,zerotradeAlt1,zerotradeAlt12
1926-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42445553273287556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0538495899176077,,,,,,,,,,,,,,,,
1926-03,,,,,,,,,,,,,,,,,,,-2.344254944274595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7293546186859645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1824197971934825,,,,,,,,,,,,,,0.3621521250795251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13682881278793868,,,,,,,,,,,,,,,-0.09339881262212385,,,,,,,,,,,,,,,,,,,,,1.995167672790796,,-1.4544298401208078,,,,,,,,,,,,,,
1926-04,,,,,,,,,,,,,,,,,,,-2.68475721574324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1814996218458664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0259169884741104,,,,,,,,,,,,,,0.2775564646966918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3606271957933101,,,,,,,,,,,,,,,-0.47127128119457434,,,,,,,,,,,,,,,,,,,,,2.217985093347554,,-2.6192232606183916,,,,,1.1504032170303813,,,,,,,,,
1926-05,,,,,,,,,,,,,,,,,,,-3.9123453289730445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3091182747562518,,,,,-1.4355091040855563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6572044777857906,,,,,,,,,,,,,,0.440400417269021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6667938732174732,,,,,,,,,,,,,,,-1.038999049520376,,,,,,,,,,,,,,,,,,,,,1.833504446088834,,-2.36225727592721,,,,,2.1954691488119944,,,,,,,,,
1926-06,,,,,,,,,,,,,,,,,,,-3.727748167691195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9545107442179666,,,0.6306974383788783,,-2.027607843647307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8242443673899555,,,,,,,,,,,,,,0.9077135099231144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8518790813214774,,,,,,,,,,,,,,,-0.27561275813518415,,,,,,,,,,,,,,,,,,,,,2.0329822191832956,,-0.2550775782551667,,,,,0.997306779181338,,,,,,,,,
1926-07,,,,,,,,,,,,,,,,,,,-4.662171516183949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.578424198884121,-0.1880606854675245,,0.9968582355338932,,-2.851379543916727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4051338291006337,,,,,,,,,,,,,,0.4390037267010373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.120406594611725,,,,,,,,,,,,,,,0.06908986708830307,,,,,,,,,,,,,,,,,,,,,2.4460454743450337,,-0.6186859947243382,,,,,0.7059920351524993,,,,,,,,,
1926-08,,,,,,,,,,,,,,,,,,,-2.619639753987182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0181297279023407,-0.1880606854675245,,1.7130930424590531,,-1.2960327768908924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5911664091769466,,,,,,,-0.12131939790747061,2.6292458588265872,,,,,,,,,,,,,,0.6678208304250279,,,0.01103418287490737,0.2522268284677671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9527693751373887,,,,,,,,,,,,,,,0.46940614673619485,,,,,,-3.376044693497789,-0.3354380905047594,,,,,,,-0.9762200940470569,,,-0.34043276825711893,,,,2.768091030324602,,0.1601796465283582,,,,,0.31271034989011603,,,,,,,-0.20151170186581358,,
1926-09,,,,,,,,,,,,,,,,,,,-3.0160474752172566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1345261227239096,-0.1880606854675245,,2.141929201553541,,-0.7736103235912523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.226973431992049,,3.7110337200201795,2.2887049797192853,,,,-0.1373891187979116,3.1939222657437045,,,,,,,,,,,,,,0.9884926985272303,,,0.4967799567019143,0.8864065529119131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1191084874679869,,,,,,,,,,,,,,,0.5021791454162201,10.651150053795828,,,,,-2.922527185505232,-0.6043470651239852,,,,,,,0.6687017448833041,,,-0.6059330817840736,,,,3.293134305077394,,0.19702361821978728,,,,,0.5998483621408817,,,,,,,-0.0017441442488482868,,
1926-10,,,,,,,,,,,,,,,,,,,-2.8344464846760316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1133308202685885,-0.1880606854675245,,2.2673314846644765,,-0.23310937523144384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.512291807609853,,4.057824001318227,4.0721213560036995,,,,0.6900057319596672,3.4988983154134012,,,,,,,,,,,,,,0.9445290188633315,,,1.1018526279159402,0.8223238853718084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1346188229551268,,,,,,,,,,,,,,,0.18683243060695756,1.208918715049392,,,,,-4.131241026721503,-0.6617791433837037,,,,,,,1.313254238621814,,,-0.9026327223225554,,,,3.611869449952618,,-0.19903671272452958,,,,,0.8310194298237278,,,,,,,0.8858744395357763,,
